100个空调完整时间序列数据

"空调: AC_S_050 (small), 额定功率: 3.21kW, 温度范围: [20.3, 25.8]°C, 状态: success"
7.0,28.5,24.21,2.640,100.0
7.5,28.8,24.16,2.640,100.0
8.0,29.1,24.13,2.640,100.0
8.5,29.4,24.12,2.640,100.0
9.0,29.7,24.13,2.640,100.0
9.5,30.0,24.16,2.640,100.0
10.0,30.3,24.20,2.640,100.0
10.5,30.6,24.27,2.640,100.0
11.0,30.9,24.34,2.640,100.0
11.5,30.7,24.40,2.640,100.0
12.0,30.5,24.45,2.640,100.0
12.5,30.3,24.48,2.640,100.0
13.0,30.1,24.50,2.640,100.0
13.5,30.0,24.50,2.640,100.0
14.0,29.8,24.50,2.576,97.6
14.5,29.5,24.50,2.451,92.9
15.0,29.2,24.50,2.326,88.1
15.5,29.0,24.50,2.201,83.4
16.0,28.7,24.50,2.076,78.6
16.5,28.5,24.50,1.951,73.9
17.0,28.2,24.50,1.826,69.1
17.5,28.3,24.50,1.860,70.5
18.0,28.4,24.50,1.895,71.8
18.5,28.4,24.50,1.930,73.1
19.0,28.5,24.50,1.965,74.4
19.5,28.6,24.50,2.000,75.8
20.0,28.7,24.50,2.035,77.1
20.5,28.6,24.50,2.011,76.2
21.0,28.6,24.50,1.988,75.3
21.5,28.5,24.50,1.964,74.4
22.0,28.5,24.50,1.941,73.5
22.5,28.4,24.50,1.917,72.6
23.0,28.4,24.50,1.894,71.7
23.5,28.3,24.50,1.883,71.3
24.0,28.3,24.50,1.883,71.3

"空调: AC_M_029 (medium), 额定功率: 4.44kW, 温度范围: [21.1, 25.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.66,0.000,0.0
1.0,27.5,23.82,0.000,0.0
1.5,27.5,23.97,0.000,0.0
2.0,27.5,24.11,0.000,0.0
2.5,27.5,24.24,0.000,0.0
3.0,27.4,24.37,0.000,0.0
3.5,27.4,24.50,0.000,0.0
4.0,27.4,24.61,0.000,0.0
4.5,27.4,24.72,0.000,0.0
5.0,27.4,24.83,0.000,0.0
5.5,27.6,24.94,0.000,0.0
6.0,27.9,25.06,0.000,0.0
6.5,28.2,25.19,0.000,0.0
7.0,28.5,25.20,1.906,42.9
7.5,28.8,25.20,2.230,50.2
8.0,29.1,25.20,2.406,54.2
8.5,29.4,25.20,2.600,58.6
9.0,29.7,25.20,2.795,62.9
9.5,30.0,25.20,2.989,67.3
10.0,30.3,25.20,3.183,71.7
10.5,30.6,25.20,3.378,76.1
11.0,30.9,25.20,3.572,80.5
11.5,30.7,25.20,3.452,77.7
12.0,30.5,25.20,3.331,75.0
12.5,30.3,25.20,3.211,72.3
13.0,30.1,25.20,3.091,69.6
13.5,30.0,25.20,2.970,66.9
14.0,29.8,25.20,2.850,64.2
14.5,29.5,25.20,2.690,60.6
15.0,29.2,25.20,2.531,57.0
15.5,29.0,25.20,2.371,53.4
16.0,28.7,25.20,2.211,49.8
16.5,28.5,25.20,2.052,46.2
17.0,28.2,25.20,1.892,42.6
17.5,28.3,25.20,1.937,43.6
18.0,28.4,25.20,1.981,44.6
18.5,28.4,25.20,2.026,45.6
19.0,28.5,25.20,2.070,46.6
19.5,28.6,25.20,2.115,47.6
20.0,28.7,25.20,2.159,48.6
20.5,28.6,25.20,2.129,48.0
21.0,28.6,25.20,2.099,47.3
21.5,28.5,25.20,2.069,46.6
22.0,28.5,25.20,2.039,45.9
22.5,28.4,25.20,2.009,45.2
23.0,28.4,25.20,1.979,44.6
23.5,28.3,25.20,1.965,44.3
24.0,28.3,25.20,1.965,44.3

"空调: AC_M_021 (medium), 额定功率: 4.04kW, 温度范围: [21.3, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.63,0.000,0.0
1.0,27.5,23.76,0.000,0.0
1.5,27.5,23.88,0.000,0.0
2.0,27.5,24.00,0.000,0.0
2.5,27.5,24.11,0.000,0.0
3.0,27.4,24.22,0.000,0.0
3.5,27.4,24.32,0.000,0.0
4.0,27.4,24.42,0.000,0.0
4.5,27.4,24.52,0.000,0.0
5.0,27.4,24.61,0.000,0.0
5.5,27.6,24.71,0.000,0.0
6.0,27.9,24.81,0.000,0.0
6.5,28.2,24.92,0.000,0.0
7.0,28.5,25.04,0.000,0.0
7.5,28.8,25.16,0.000,0.0
8.0,29.1,25.28,0.000,0.0
8.5,29.4,25.42,0.000,0.0
9.0,29.7,25.56,0.000,0.0
9.5,30.0,25.70,0.000,0.0
10.0,30.3,25.80,0.849,21.0
10.5,30.6,25.80,2.779,68.8
11.0,30.9,25.80,2.959,73.2
11.5,30.7,25.80,2.847,70.5
12.0,30.5,25.80,2.736,67.7
12.5,30.3,25.80,2.625,65.0
13.0,30.1,25.80,2.513,62.2
13.5,30.0,25.80,2.402,59.5
14.0,29.8,25.80,2.290,56.7
14.5,29.5,25.80,2.143,53.0
15.0,29.2,25.80,1.995,49.4
15.5,29.0,25.80,1.847,45.7
16.0,28.7,25.80,1.699,42.1
16.5,28.5,25.80,1.552,38.4
17.0,28.2,25.80,1.404,34.7
17.5,28.3,25.80,1.445,35.8
18.0,28.4,25.80,1.486,36.8
18.5,28.4,25.80,1.527,37.8
19.0,28.5,25.80,1.569,38.8
19.5,28.6,25.80,1.610,39.9
20.0,28.7,25.80,1.651,40.9
20.5,28.6,25.80,1.623,40.2
21.0,28.6,25.80,1.595,39.5
21.5,28.5,25.80,1.568,38.8
22.0,28.5,25.80,1.540,38.1
22.5,28.4,25.80,1.512,37.4
23.0,28.4,25.80,1.484,36.7
23.5,28.3,25.80,1.471,36.4
24.0,28.3,25.80,1.471,36.4

"空调: AC_S_041 (small), 额定功率: 3.34kW, 温度范围: [20.2, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.13,0.000,0.0
2.0,27.5,24.31,0.000,0.0
2.5,27.5,24.48,0.000,0.0
3.0,27.4,24.64,0.000,0.0
3.5,27.4,24.80,0.000,0.0
4.0,27.4,24.80,1.099,32.9
4.5,27.4,24.80,1.117,33.4
5.0,27.4,24.80,1.110,33.2
5.5,27.6,24.80,1.231,36.9
6.0,27.9,24.80,1.352,40.5
6.5,28.2,24.80,1.473,44.1
7.0,28.5,24.80,1.595,47.7
7.5,28.8,24.80,1.716,51.4
8.0,29.1,24.80,1.837,55.0
8.5,29.4,24.80,1.972,59.0
9.0,29.7,24.80,2.106,63.1
9.5,30.0,24.80,2.241,67.1
10.0,30.3,24.80,2.375,71.1
10.5,30.6,24.80,2.510,75.1
11.0,30.9,24.80,2.644,79.2
11.5,30.7,24.80,2.561,76.7
12.0,30.5,24.80,2.478,74.2
12.5,30.3,24.80,2.394,71.7
13.0,30.1,24.80,2.311,69.2
13.5,30.0,24.80,2.228,66.7
14.0,29.8,24.80,2.145,64.2
14.5,29.5,24.80,2.034,60.9
15.0,29.2,24.80,1.924,57.6
15.5,29.0,24.80,1.813,54.3
16.0,28.7,24.80,1.703,51.0
16.5,28.5,24.80,1.592,47.7
17.0,28.2,24.80,1.482,44.4
17.5,28.3,24.80,1.513,45.3
18.0,28.4,24.80,1.543,46.2
18.5,28.4,24.80,1.574,47.1
19.0,28.5,24.80,1.605,48.1
19.5,28.6,24.80,1.636,49.0
20.0,28.7,24.80,1.667,49.9
20.5,28.6,24.80,1.646,49.3
21.0,28.6,24.80,1.625,48.7
21.5,28.5,24.80,1.604,48.0
22.0,28.5,24.80,1.584,47.4
22.5,28.4,24.80,1.563,46.8
23.0,28.4,24.80,1.542,46.2
23.5,28.3,24.80,1.532,45.9
24.0,28.3,24.80,1.532,45.9

"空调: AC_S_028 (small), 额定功率: 3.38kW, 温度范围: [22.0, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.19,0.000,0.0
2.0,27.5,24.39,0.000,0.0
2.5,27.5,24.58,0.000,0.0
3.0,27.4,24.75,0.000,0.0
3.5,27.4,24.91,0.000,0.0
4.0,27.4,25.06,0.000,0.0
4.5,27.4,25.20,0.000,0.0
5.0,27.4,25.34,0.000,0.0
5.5,27.6,25.48,0.000,0.0
6.0,27.9,25.63,0.000,0.0
6.5,28.2,25.78,0.000,0.0
7.0,28.5,25.80,1.007,29.8
7.5,28.8,25.80,1.240,36.7
8.0,29.1,25.80,1.357,40.1
8.5,29.4,25.80,1.487,44.0
9.0,29.7,25.80,1.616,47.8
9.5,30.0,25.80,1.746,51.7
10.0,30.3,25.80,1.876,55.5
10.5,30.6,25.80,2.006,59.4
11.0,30.9,25.80,2.136,63.2
11.5,30.7,25.80,2.056,60.8
12.0,30.5,25.80,1.975,58.4
12.5,30.3,25.80,1.895,56.1
13.0,30.1,25.80,1.814,53.7
13.5,30.0,25.80,1.734,51.3
14.0,29.8,25.80,1.654,48.9
14.5,29.5,25.80,1.547,45.8
15.0,29.2,25.80,1.440,42.6
15.5,29.0,25.80,1.334,39.5
16.0,28.7,25.80,1.227,36.3
16.5,28.5,25.80,1.120,33.1
17.0,28.2,25.80,1.013,30.0
17.5,28.3,25.80,1.043,30.9
18.0,28.4,25.80,1.073,31.7
18.5,28.4,25.80,1.103,32.6
19.0,28.5,25.80,1.133,33.5
19.5,28.6,25.80,1.162,34.4
20.0,28.7,25.80,1.192,35.3
20.5,28.6,25.80,1.172,34.7
21.0,28.6,25.80,1.152,34.1
21.5,28.5,25.80,1.132,33.5
22.0,28.5,25.80,1.112,32.9
22.5,28.4,25.80,1.092,32.3
23.0,28.4,25.80,1.071,31.7
23.5,28.3,25.80,1.062,31.4
24.0,28.3,25.80,1.062,31.4

"空调: AC_S_008 (small), 额定功率: 3.39kW, 温度范围: [20.7, 24.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.76,0.000,0.0
1.0,27.5,23.99,0.000,0.0
1.5,27.5,24.22,0.000,0.0
2.0,27.5,24.42,0.000,0.0
2.5,27.5,24.60,0.093,2.7
3.0,27.4,24.60,1.383,40.8
3.5,27.4,24.60,1.374,40.5
4.0,27.4,24.60,1.366,40.3
4.5,27.4,24.60,1.357,40.0
5.0,27.4,24.60,1.349,39.8
5.5,27.6,24.60,1.485,43.8
6.0,27.9,24.60,1.622,47.9
6.5,28.2,24.60,1.759,51.9
7.0,28.5,24.60,1.896,55.9
7.5,28.8,24.60,2.032,60.0
8.0,29.1,24.60,2.169,64.0
8.5,29.4,24.60,2.321,68.5
9.0,29.7,24.60,2.473,72.9
9.5,30.0,24.60,2.624,77.4
10.0,30.3,24.60,2.776,81.9
10.5,30.6,24.60,2.927,86.4
11.0,30.9,24.60,3.079,90.8
11.5,30.7,24.60,2.985,88.1
12.0,30.5,24.60,2.891,85.3
12.5,30.3,24.60,2.798,82.5
13.0,30.1,24.60,2.704,79.8
13.5,30.0,24.60,2.610,77.0
14.0,29.8,24.60,2.516,74.2
14.5,29.5,24.60,2.391,70.5
15.0,29.2,24.60,2.267,66.9
15.5,29.0,24.60,2.142,63.2
16.0,28.7,24.60,2.018,59.5
16.5,28.5,24.60,1.893,55.8
17.0,28.2,24.60,1.768,52.2
17.5,28.3,24.60,1.803,53.2
18.0,28.4,24.60,1.838,54.2
18.5,28.4,24.60,1.873,55.2
19.0,28.5,24.60,1.907,56.3
19.5,28.6,24.60,1.942,57.3
20.0,28.7,24.60,1.977,58.3
20.5,28.6,24.60,1.953,57.6
21.0,28.6,24.60,1.930,56.9
21.5,28.5,24.60,1.907,56.2
22.0,28.5,24.60,1.883,55.5
22.5,28.4,24.60,1.860,54.9
23.0,28.4,24.60,1.836,54.2
23.5,28.3,24.60,1.825,53.8
24.0,28.3,24.60,1.825,53.8

"空调: AC_M_019 (medium), 额定功率: 4.32kW, 温度范围: [20.9, 24.5]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.64,0.000,0.0
1.0,27.5,23.77,0.000,0.0
1.5,27.5,23.89,0.000,0.0
2.0,27.5,24.01,0.000,0.0
2.5,27.5,24.13,0.000,0.0
3.0,27.4,24.24,0.000,0.0
3.5,27.4,24.35,0.000,0.0
4.0,27.4,24.45,0.000,0.0
4.5,27.4,24.50,0.822,19.0
5.0,27.4,24.50,1.696,39.3
5.5,27.6,24.50,1.862,43.1
6.0,27.9,24.50,2.028,46.9
6.5,28.2,24.50,2.194,50.8
7.0,28.5,24.50,2.359,54.6
7.5,28.8,24.50,2.525,58.5
8.0,29.1,24.50,2.691,62.3
8.5,29.4,24.50,2.875,66.6
9.0,29.7,24.50,3.059,70.8
9.5,30.0,24.50,3.243,75.1
10.0,30.3,24.50,3.427,79.3
10.5,30.6,24.50,3.611,83.6
11.0,30.9,24.50,3.796,87.9
11.5,30.7,24.50,3.682,85.2
12.0,30.5,24.50,3.568,82.6
12.5,30.3,24.50,3.454,79.9
13.0,30.1,24.50,3.340,77.3
13.5,30.0,24.50,3.226,74.7
14.0,29.8,24.50,3.112,72.0
14.5,29.5,24.50,2.961,68.5
15.0,29.2,24.50,2.810,65.0
15.5,29.0,24.50,2.658,61.5
16.0,28.7,24.50,2.507,58.0
16.5,28.5,24.50,2.356,54.5
17.0,28.2,24.50,2.205,51.0
17.5,28.3,24.50,2.247,52.0
18.0,28.4,24.50,2.289,53.0
18.5,28.4,24.50,2.332,54.0
19.0,28.5,24.50,2.374,54.9
19.5,28.6,24.50,2.416,55.9
20.0,28.7,24.50,2.458,56.9
20.5,28.6,24.50,2.430,56.2
21.0,28.6,24.50,2.401,55.6
21.5,28.5,24.50,2.373,54.9
22.0,28.5,24.50,2.344,54.3
22.5,28.4,24.50,2.316,53.6
23.0,28.4,24.50,2.287,52.9
23.5,28.3,24.50,2.274,52.6
24.0,28.3,24.50,2.274,52.6

"空调: AC_S_024 (small), 额定功率: 2.67kW, 温度范围: [20.7, 24.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.19,0.000,0.0
2.0,27.5,24.39,0.000,0.0
2.5,27.5,24.40,1.337,50.1
3.0,27.4,24.40,1.417,53.1
3.5,27.4,24.40,1.408,52.7
4.0,27.4,24.40,1.400,52.4
4.5,27.4,24.40,1.392,52.1
5.0,27.4,24.40,1.384,51.8
5.5,27.6,24.40,1.515,56.7
6.0,27.9,24.40,1.646,61.6
6.5,28.2,24.40,1.776,66.5
7.0,28.5,24.39,2.016,75.5
7.5,28.8,24.30,2.670,100.0
8.0,29.1,24.25,2.670,100.0
8.5,29.4,24.21,2.670,100.0
9.0,29.7,24.19,2.670,100.0
9.5,30.0,24.20,2.670,100.0
10.0,30.3,24.22,2.670,100.0
10.5,30.6,24.26,2.670,100.0
11.0,30.9,24.32,2.670,100.0
11.5,30.7,24.36,2.670,100.0
12.0,30.5,24.38,2.670,100.0
12.5,30.3,24.40,2.670,100.0
13.0,30.1,24.40,2.670,100.0
13.5,30.0,24.40,2.591,97.0
14.0,29.8,24.40,2.501,93.7
14.5,29.5,24.40,2.381,89.2
15.0,29.2,24.40,2.262,84.7
15.5,29.0,24.40,2.143,80.3
16.0,28.7,24.40,2.024,75.8
16.5,28.5,24.40,1.905,71.3
17.0,28.2,24.40,1.785,66.9
17.5,28.3,24.40,1.819,68.1
18.0,28.4,24.40,1.852,69.4
18.5,28.4,24.40,1.885,70.6
19.0,28.5,24.40,1.918,71.9
19.5,28.6,24.40,1.952,73.1
20.0,28.7,24.40,1.985,74.3
20.5,28.6,24.40,1.963,73.5
21.0,28.6,24.40,1.940,72.7
21.5,28.5,24.40,1.918,71.8
22.0,28.5,24.40,1.895,71.0
22.5,28.4,24.40,1.873,70.1
23.0,28.4,24.40,1.850,69.3
23.5,28.3,24.40,1.840,68.9
24.0,28.3,24.40,1.840,68.9

"空调: AC_S_032 (small), 额定功率: 2.78kW, 温度范围: [20.9, 25.5]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.77,0.000,0.0
1.0,27.5,24.02,0.000,0.0
1.5,27.5,24.25,0.000,0.0
2.0,27.5,24.46,0.000,0.0
2.5,27.5,24.66,0.000,0.0
3.0,27.4,24.84,0.000,0.0
3.5,27.4,25.01,0.000,0.0
4.0,27.4,25.17,0.000,0.0
4.5,27.4,25.31,0.000,0.0
5.0,27.4,25.45,0.000,0.0
5.5,27.6,25.50,0.616,22.1
6.0,27.9,25.50,1.047,37.7
6.5,28.2,25.50,1.168,42.0
7.0,28.5,25.50,1.289,46.4
7.5,28.8,25.50,1.410,50.7
8.0,29.1,25.50,1.531,55.1
8.5,29.4,25.50,1.665,59.9
9.0,29.7,25.50,1.799,64.7
9.5,30.0,25.50,1.934,69.6
10.0,30.3,25.50,2.068,74.4
10.5,30.6,25.50,2.202,79.2
11.0,30.9,25.50,2.336,84.0
11.5,30.7,25.50,2.253,81.0
12.0,30.5,25.50,2.170,78.1
12.5,30.3,25.50,2.087,75.1
13.0,30.1,25.50,2.004,72.1
13.5,30.0,25.50,1.921,69.1
14.0,29.8,25.50,1.838,66.1
14.5,29.5,25.50,1.728,62.1
15.0,29.2,25.50,1.617,58.2
15.5,29.0,25.50,1.507,54.2
16.0,28.7,25.50,1.397,50.2
16.5,28.5,25.50,1.287,46.3
17.0,28.2,25.50,1.176,42.3
17.5,28.3,25.50,1.207,43.4
18.0,28.4,25.50,1.238,44.5
18.5,28.4,25.50,1.269,45.6
19.0,28.5,25.50,1.299,46.7
19.5,28.6,25.50,1.330,47.8
20.0,28.7,25.50,1.361,49.0
20.5,28.6,25.50,1.340,48.2
21.0,28.6,25.50,1.319,47.5
21.5,28.5,25.50,1.299,46.7
22.0,28.5,25.50,1.278,46.0
22.5,28.4,25.50,1.257,45.2
23.0,28.4,25.50,1.236,44.5
23.5,28.3,25.50,1.227,44.1
24.0,28.3,25.50,1.227,44.1

"空调: AC_M_006 (medium), 额定功率: 4.03kW, 温度范围: [21.2, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.66,0.000,0.0
1.0,27.5,23.81,0.000,0.0
1.5,27.5,23.96,0.000,0.0
2.0,27.5,24.09,0.000,0.0
2.5,27.5,24.23,0.000,0.0
3.0,27.4,24.35,0.000,0.0
3.5,27.4,24.47,0.000,0.0
4.0,27.4,24.59,0.000,0.0
4.5,27.4,24.70,0.000,0.0
5.0,27.4,24.80,0.000,0.0
5.5,27.6,24.91,0.000,0.0
6.0,27.9,25.03,0.000,0.0
6.5,28.2,25.15,0.000,0.0
7.0,28.5,25.29,0.000,0.0
7.5,28.8,25.42,0.000,0.0
8.0,29.1,25.56,0.000,0.0
8.5,29.4,25.71,0.000,0.0
9.0,29.7,25.80,1.438,35.7
9.5,30.0,25.80,3.575,88.7
10.0,30.3,25.78,4.030,100.0
10.5,30.6,25.78,4.030,100.0
11.0,30.9,25.80,4.030,100.0
11.5,30.7,25.80,4.030,100.0
12.0,30.5,25.80,3.954,98.1
12.5,30.3,25.80,3.794,94.1
13.0,30.1,25.80,3.633,90.1
13.5,30.0,25.80,3.472,86.1
14.0,29.8,25.80,3.311,82.1
14.5,29.5,25.80,3.097,76.8
15.0,29.2,25.80,2.883,71.5
15.5,29.0,25.80,2.670,66.2
16.0,28.7,25.80,2.456,60.9
16.5,28.5,25.80,2.243,55.6
17.0,28.2,25.80,2.029,50.3
17.5,28.3,25.80,2.089,51.8
18.0,28.4,25.80,2.148,53.3
18.5,28.4,25.80,2.208,54.8
19.0,28.5,25.80,2.267,56.3
19.5,28.6,25.80,2.327,57.7
20.0,28.7,25.80,2.387,59.2
20.5,28.6,25.80,2.346,58.2
21.0,28.6,25.80,2.306,57.2
21.5,28.5,25.80,2.266,56.2
22.0,28.5,25.80,2.226,55.2
22.5,28.4,25.80,2.185,54.2
23.0,28.4,25.80,2.145,53.2
23.5,28.3,25.80,2.127,52.8
24.0,28.3,25.80,2.127,52.8

"空调: AC_S_039 (small), 额定功率: 3.16kW, 温度范围: [21.0, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.73,0.000,0.0
1.0,27.5,23.94,0.000,0.0
1.5,27.5,24.14,0.000,0.0
2.0,27.5,24.33,0.000,0.0
2.5,27.5,24.51,0.000,0.0
3.0,27.4,24.67,0.000,0.0
3.5,27.4,24.83,0.000,0.0
4.0,27.4,24.97,0.000,0.0
4.5,27.4,25.11,0.000,0.0
5.0,27.4,25.23,0.000,0.0
5.5,27.6,25.37,0.000,0.0
6.0,27.9,25.51,0.000,0.0
6.5,28.2,25.67,0.000,0.0
7.0,28.5,25.80,0.196,6.2
7.5,28.8,25.80,1.315,41.6
8.0,29.1,25.80,1.439,45.5
8.5,29.4,25.80,1.577,49.9
9.0,29.7,25.80,1.715,54.3
9.5,30.0,25.80,1.852,58.6
10.0,30.3,25.80,1.990,63.0
10.5,30.6,25.80,2.128,67.3
11.0,30.9,25.80,2.266,71.7
11.5,30.7,25.80,2.180,69.0
12.0,30.5,25.80,2.095,66.3
12.5,30.3,25.80,2.010,63.6
13.0,30.1,25.80,1.924,60.9
13.5,30.0,25.80,1.839,58.2
14.0,29.8,25.80,1.754,55.5
14.5,29.5,25.80,1.641,51.9
15.0,29.2,25.80,1.528,48.3
15.5,29.0,25.80,1.414,44.8
16.0,28.7,25.80,1.301,41.2
16.5,28.5,25.80,1.188,37.6
17.0,28.2,25.80,1.075,34.0
17.5,28.3,25.80,1.107,35.0
18.0,28.4,25.80,1.138,36.0
18.5,28.4,25.80,1.170,37.0
19.0,28.5,25.80,1.201,38.0
19.5,28.6,25.80,1.233,39.0
20.0,28.7,25.80,1.264,40.0
20.5,28.6,25.80,1.243,39.3
21.0,28.6,25.80,1.222,38.7
21.5,28.5,25.80,1.200,38.0
22.0,28.5,25.80,1.179,37.3
22.5,28.4,25.80,1.158,36.6
23.0,28.4,25.80,1.136,36.0
23.5,28.3,25.80,1.127,35.7
24.0,28.3,25.80,1.127,35.7

"空调: AC_M_020 (medium), 额定功率: 4.78kW, 温度范围: [20.7, 24.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.66,0.000,0.0
1.0,27.5,23.81,0.000,0.0
1.5,27.5,23.95,0.000,0.0
2.0,27.5,24.08,0.000,0.0
2.5,27.5,24.21,0.000,0.0
3.0,27.4,24.34,0.000,0.0
3.5,27.4,24.40,1.085,22.7
4.0,27.4,24.40,2.284,47.8
4.5,27.4,24.40,2.271,47.5
5.0,27.4,24.40,2.258,47.2
5.5,27.6,24.40,2.471,51.7
6.0,27.9,24.40,2.685,56.2
6.5,28.2,24.40,2.898,60.6
7.0,28.5,24.40,3.112,65.1
7.5,28.8,24.40,3.325,69.6
8.0,29.1,24.40,3.539,74.0
8.5,29.4,24.40,3.775,79.0
9.0,29.7,24.40,4.012,83.9
9.5,30.0,24.40,4.249,88.9
10.0,30.3,24.39,4.656,97.4
10.5,30.6,24.39,4.780,100.0
11.0,30.9,24.40,4.780,100.0
11.5,30.7,24.40,4.780,100.0
12.0,30.5,24.40,4.666,97.6
12.5,30.3,24.40,4.519,94.5
13.0,30.1,24.40,4.373,91.5
13.5,30.0,24.40,4.226,88.4
14.0,29.8,24.40,4.080,85.4
14.5,29.5,24.40,3.885,81.3
15.0,29.2,24.40,3.691,77.2
15.5,29.0,24.40,3.496,73.1
16.0,28.7,24.40,3.302,69.1
16.5,28.5,24.40,3.107,65.0
17.0,28.2,24.40,2.913,60.9
17.5,28.3,24.40,2.967,62.1
18.0,28.4,24.40,3.021,63.2
18.5,28.4,24.40,3.076,64.3
19.0,28.5,24.40,3.130,65.5
19.5,28.6,24.40,3.184,66.6
20.0,28.7,24.40,3.238,67.7
20.5,28.6,24.40,3.202,67.0
21.0,28.6,24.40,3.165,66.2
21.5,28.5,24.40,3.129,65.4
22.0,28.5,24.40,3.092,64.7
22.5,28.4,24.40,3.055,63.9
23.0,28.4,24.40,3.019,63.2
23.5,28.3,24.40,3.002,62.8
24.0,28.3,24.40,3.002,62.8

"空调: AC_S_022 (small), 额定功率: 2.70kW, 温度范围: [21.1, 24.5]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.78,0.000,0.0
1.0,27.5,24.03,0.000,0.0
1.5,27.5,24.27,0.000,0.0
2.0,27.5,24.48,0.000,0.0
2.5,27.5,24.50,1.224,45.3
3.0,27.4,24.50,1.317,48.8
3.5,27.4,24.50,1.309,48.5
4.0,27.4,24.50,1.302,48.2
4.5,27.4,24.50,1.294,47.9
5.0,27.4,24.50,1.286,47.6
5.5,27.6,24.50,1.412,52.3
6.0,27.9,24.50,1.537,56.9
6.5,28.2,24.50,1.663,61.6
7.0,28.5,24.50,1.789,66.3
7.5,28.8,24.50,1.915,70.9
8.0,29.1,24.50,2.041,75.6
8.5,29.4,24.50,2.180,80.8
9.0,29.7,24.49,2.366,87.6
9.5,30.0,24.46,2.700,100.0
10.0,30.3,24.44,2.700,100.0
10.5,30.6,24.45,2.700,100.0
11.0,30.9,24.48,2.700,100.0
11.5,30.7,24.50,2.700,100.0
12.0,30.5,24.50,2.700,100.0
12.5,30.3,24.50,2.619,97.0
13.0,30.1,24.50,2.532,93.8
13.5,30.0,24.50,2.446,90.6
14.0,29.8,24.50,2.360,87.4
14.5,29.5,24.50,2.245,83.1
15.0,29.2,24.50,2.130,78.9
15.5,29.0,24.50,2.016,74.7
16.0,28.7,24.50,1.901,70.4
16.5,28.5,24.50,1.787,66.2
17.0,28.2,24.50,1.672,61.9
17.5,28.3,24.50,1.704,63.1
18.0,28.4,24.50,1.736,64.3
18.5,28.4,24.50,1.768,65.5
19.0,28.5,24.50,1.800,66.7
19.5,28.6,24.50,1.832,67.8
20.0,28.7,24.50,1.864,69.0
20.5,28.6,24.50,1.842,68.2
21.0,28.6,24.50,1.821,67.4
21.5,28.5,24.50,1.799,66.6
22.0,28.5,24.50,1.777,65.8
22.5,28.4,24.50,1.756,65.0
23.0,28.4,24.50,1.734,64.2
23.5,28.3,24.50,1.724,63.9
24.0,28.3,24.50,1.724,63.9

"空调: AC_S_040 (small), 额定功率: 3.31kW, 温度范围: [21.8, 24.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.20,0.000,0.0
2.0,27.5,24.40,0.000,0.0
2.5,27.5,24.40,1.324,40.0
3.0,27.4,24.40,1.335,40.3
3.5,27.4,24.40,1.328,40.1
4.0,27.4,24.40,1.320,39.9
4.5,27.4,24.40,1.312,39.6
5.0,27.4,24.40,1.304,39.4
5.5,27.6,24.40,1.428,43.1
6.0,27.9,24.40,1.551,46.9
6.5,28.2,24.40,1.674,50.6
7.0,28.5,24.40,1.798,54.3
7.5,28.8,24.40,1.921,58.0
8.0,29.1,24.40,2.044,61.8
8.5,29.4,24.40,2.181,65.9
9.0,29.7,24.40,2.318,70.0
9.5,30.0,24.40,2.455,74.2
10.0,30.3,24.40,2.592,78.3
10.5,30.6,24.40,2.728,82.4
11.0,30.9,24.40,2.865,86.6
11.5,30.7,24.40,2.780,84.0
12.0,30.5,24.40,2.696,81.4
12.5,30.3,24.40,2.611,78.9
13.0,30.1,24.40,2.526,76.3
