100个空调完整时间序列数据

"空调: AC_S_050 (small), 额定功率: 3.21kW, 温度范围: [20.3, 25.8]°C, 状态: success"
7.5,28.8,25.30,1.065,24.7
8.0,29.1,25.30,2.128,49.4
8.5,29.4,25.30,2.305,53.5
9.0,29.7,25.30,2.482,57.6
9.5,30.0,25.30,2.658,61.7
10.0,30.3,25.30,2.835,65.8
10.5,30.6,25.30,3.011,69.9
11.0,30.9,25.30,3.188,74.0
11.5,30.7,25.30,3.079,71.4
12.0,30.5,25.30,2.969,68.9
12.5,30.3,25.30,2.860,66.4
13.0,30.1,25.30,2.751,63.8
13.5,30.0,25.30,2.641,61.3
14.0,29.8,25.30,2.532,58.7
14.5,29.5,25.30,2.387,55.4
15.0,29.2,25.30,2.242,52.0
15.5,29.0,25.30,2.097,48.7
16.0,28.7,25.30,1.952,45.3
16.5,28.5,25.30,1.807,41.9
17.0,28.2,25.30,1.662,38.6
17.5,28.3,25.30,1.702,39.5
18.0,28.4,25.30,1.743,40.4
18.5,28.4,25.30,1.783,41.4
19.0,28.5,25.30,1.824,42.3
19.5,28.6,25.30,1.864,43.3
20.0,28.7,25.30,1.905,44.2
20.5,28.6,25.30,1.877,43.6
21.0,28.6,25.30,1.850,42.9
21.5,28.5,25.30,1.823,42.3
22.0,28.5,25.30,1.795,41.7
22.5,28.4,25.30,1.768,41.0
23.0,28.4,25.30,1.741,40.4
23.5,28.3,25.30,1.728,40.1
24.0,28.3,25.30,1.728,40.1

"空调: AC_L_003 (large), 额定功率: 19.46kW, 温度范围: [20.6, 24.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.55,0.000,0.0
1.0,27.5,23.60,0.000,0.0
1.5,27.5,23.65,0.000,0.0
2.0,27.5,23.70,0.000,0.0
2.5,27.5,23.74,0.000,0.0
3.0,27.4,23.79,0.000,0.0
3.5,27.4,23.84,0.000,0.0
4.0,27.4,23.88,0.000,0.0
4.5,27.4,23.92,0.000,0.0
5.0,27.4,23.97,0.000,0.0
5.5,27.6,24.01,0.000,0.0
6.0,27.9,24.06,0.000,0.0
6.5,28.2,24.11,0.000,0.0
7.0,28.5,24.17,0.000,0.0
7.5,28.8,24.23,0.000,0.0
8.0,29.1,24.29,0.000,0.0
8.5,29.4,24.35,0.000,0.0
9.0,29.7,24.42,0.000,0.0
9.5,30.0,24.49,0.000,0.0
10.0,30.3,24.56,0.000,0.0
10.5,30.6,24.60,1.003,5.2
11.0,30.9,24.60,2.230,11.5
11.5,30.7,24.60,2.162,11.1
12.0,30.5,24.60,2.094,10.8
12.5,30.3,24.60,2.026,10.4
13.0,30.1,24.60,1.958,10.1
13.5,30.0,24.60,1.890,9.7
14.0,29.8,24.60,1.822,9.4
14.5,29.5,24.60,1.732,8.9
15.0,29.2,24.60,1.642,8.4
15.5,29.0,24.60,1.551,8.0
16.0,28.7,24.60,1.461,7.5
16.5,28.5,24.60,1.371,7.0
17.0,28.2,24.60,1.281,6.6
17.5,28.3,24.60,1.306,6.7
18.0,28.4,24.60,1.331,6.8
18.5,28.4,24.60,1.356,7.0
19.0,28.5,24.60,1.381,7.1
19.5,28.6,24.60,1.407,7.2
20.0,28.7,24.60,1.432,7.4
20.5,28.6,24.60,1.415,7.3
21.0,28.6,24.60,1.398,7.2
21.5,28.5,24.60,1.381,7.1
22.0,28.5,24.60,1.364,7.0
22.5,28.4,24.60,1.347,6.9
23.0,28.4,24.60,1.330,6.8
23.5,28.3,24.60,1.322,6.8
24.0,28.3,24.60,1.322,6.8

"空调: AC_L_008 (large), 额定功率: 19.39kW, 温度范围: [20.4, 25.1]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.55,0.000,0.0
1.0,27.5,23.61,0.000,0.0
1.5,27.5,23.66,0.000,0.0
2.0,27.5,23.71,0.000,0.0
2.5,27.5,23.76,0.000,0.0
3.0,27.4,23.81,0.000,0.0
3.5,27.4,23.86,0.000,0.0
4.0,27.4,23.90,0.000,0.0
4.5,27.4,23.95,0.000,0.0
5.0,27.4,23.99,0.000,0.0
5.5,27.6,24.04,0.000,0.0
6.0,27.9,24.09,0.000,0.0
6.5,28.2,24.15,0.000,0.0
7.0,28.5,24.21,0.000,0.0
7.5,28.8,24.27,0.000,0.0
8.0,29.1,24.33,0.000,0.0
8.5,29.4,24.40,0.000,0.0
9.0,29.7,24.47,0.000,0.0
9.5,30.0,24.54,0.000,0.0
10.0,30.3,24.62,0.000,0.0
10.5,30.6,24.69,0.000,0.0
11.0,30.9,24.78,0.000,0.0
11.5,30.7,24.86,0.000,0.0
12.0,30.5,24.93,0.000,0.0
12.5,30.3,25.00,0.000,0.0
13.0,30.1,25.07,0.000,0.0
13.5,30.0,25.10,0.979,5.0
14.0,29.8,25.10,1.694,8.7
14.5,29.5,25.10,1.601,8.3
15.0,29.2,25.10,1.508,7.8
15.5,29.0,25.10,1.415,7.3
16.0,28.7,25.10,1.322,6.8
16.5,28.5,25.10,1.230,6.3
17.0,28.2,25.10,1.137,5.9
17.5,28.3,25.10,1.163,6.0
18.0,28.4,25.10,1.189,6.1
18.5,28.4,25.10,1.214,6.3
19.0,28.5,25.10,1.240,6.4
19.5,28.6,25.10,1.266,6.5
20.0,28.7,25.10,1.292,6.7
20.5,28.6,25.10,1.275,6.6
21.0,28.6,25.10,1.257,6.5
21.5,28.5,25.10,1.240,6.4
22.0,28.5,25.10,1.222,6.3
22.5,28.4,25.10,1.205,6.2
23.0,28.4,25.10,1.187,6.1
23.5,28.3,25.10,1.179,6.1
24.0,28.3,25.10,1.179,6.1

"空调: AC_M_007 (medium), 额定功率: 4.07kW, 温度范围: [21.7, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.63,0.000,0.0
1.0,27.5,23.76,0.000,0.0
1.5,27.5,23.88,0.000,0.0
2.0,27.5,23.99,0.000,0.0
2.5,27.5,24.10,0.000,0.0
3.0,27.4,24.21,0.000,0.0
3.5,27.4,24.31,0.000,0.0
4.0,27.4,24.41,0.000,0.0
4.5,27.4,24.51,0.000,0.0
5.0,27.4,24.60,0.000,0.0
5.5,27.6,24.70,0.000,0.0
6.0,27.9,24.80,0.063,1.6
6.5,28.2,24.80,2.200,54.0
7.0,28.5,24.80,2.381,58.5
7.5,28.8,24.80,2.562,62.9
8.0,29.1,24.80,2.743,67.4
8.5,29.4,24.80,2.943,72.3
9.0,29.7,24.80,3.144,77.3
9.5,30.0,24.80,3.345,82.2
10.0,30.3,24.80,3.546,87.1
10.5,30.6,24.80,3.747,92.1
11.0,30.9,24.80,3.947,97.0
11.5,30.7,24.80,3.823,93.9
12.0,30.5,24.80,3.699,90.9
12.5,30.3,24.80,3.574,87.8
13.0,30.1,24.80,3.450,84.8
13.5,30.0,24.80,3.326,81.7
14.0,29.8,24.80,3.202,78.7
14.5,29.5,24.80,3.037,74.6
15.0,29.2,24.80,2.872,70.6
15.5,29.0,24.80,2.707,66.5
16.0,28.7,24.80,2.542,62.5
16.5,28.5,24.80,2.377,58.4
17.0,28.2,24.80,2.212,54.4
17.5,28.3,24.80,2.258,55.5
18.0,28.4,24.80,2.304,56.6
18.5,28.4,24.80,2.350,57.7
19.0,28.5,24.80,2.396,58.9
19.5,28.6,24.80,2.442,60.0
20.0,28.7,24.80,2.488,61.1
20.5,28.6,24.80,2.457,60.4
21.0,28.6,24.80,2.426,59.6
21.5,28.5,24.80,2.395,58.8
22.0,28.5,24.80,2.364,58.1
22.5,28.4,24.80,2.333,57.3
23.0,28.4,24.80,2.302,56.6
23.5,28.3,24.80,2.287,56.2
24.0,28.3,24.80,2.287,56.2

"空调: AC_S_056 (small), 额定功率: 2.65kW, 温度范围: [20.7, 25.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.77,0.000,0.0
1.0,27.5,24.02,0.000,0.0
1.5,27.5,24.25,0.000,0.0
2.0,27.5,24.46,0.000,0.0
2.5,27.5,24.66,0.000,0.0
3.0,27.4,24.84,0.000,0.0
3.5,27.4,25.01,0.000,0.0
4.0,27.4,25.17,0.000,0.0
4.5,27.4,25.20,0.753,28.4
5.0,27.4,25.20,0.936,35.3
5.5,27.6,25.20,1.057,39.9
6.0,27.9,25.20,1.178,44.5
6.5,28.2,25.20,1.300,49.0
7.0,28.5,25.20,1.421,53.6
7.5,28.8,25.20,1.542,58.2
8.0,29.1,25.20,1.663,62.8
8.5,29.4,25.20,1.798,67.8
9.0,29.7,25.20,1.932,72.9
9.5,30.0,25.20,2.067,78.0
10.0,30.3,25.20,2.201,83.1
10.5,30.6,25.20,2.335,88.1
11.0,30.9,25.20,2.470,93.2
11.5,30.7,25.20,2.387,90.1
12.0,30.5,25.20,2.303,86.9
12.5,30.3,25.20,2.220,83.8
13.0,30.1,25.20,2.137,80.6
13.5,30.0,25.20,2.054,77.5
14.0,29.8,25.20,1.971,74.4
14.5,29.5,25.20,1.860,70.2
15.0,29.2,25.20,1.750,66.0
15.5,29.0,25.20,1.639,61.9
16.0,28.7,25.20,1.529,57.7
16.5,28.5,25.20,1.418,53.5
17.0,28.2,25.20,1.308,49.4
17.5,28.3,25.20,1.339,50.5
18.0,28.4,25.20,1.370,51.7
18.5,28.4,25.20,1.400,52.8
19.0,28.5,25.20,1.431,54.0
19.5,28.6,25.20,1.462,55.2
20.0,28.7,25.20,1.493,56.3
20.5,28.6,25.20,1.472,55.6
21.0,28.6,25.20,1.451,54.8
21.5,28.5,25.20,1.430,54.0
22.0,28.5,25.20,1.410,53.2
22.5,28.4,25.20,1.389,52.4
23.0,28.4,25.20,1.368,51.6
23.5,28.3,25.20,1.358,51.3
24.0,28.3,25.20,1.358,51.3

"空调: AC_L_005 (large), 额定功率: 12.80kW, 温度范围: [21.7, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.54,0.000,0.0
1.0,27.5,23.58,0.000,0.0
1.5,27.5,23.62,0.000,0.0
2.0,27.5,23.66,0.000,0.0
2.5,27.5,23.70,0.000,0.0
3.0,27.4,23.74,0.000,0.0
3.5,27.4,23.78,0.000,0.0
4.0,27.4,23.81,0.000,0.0
4.5,27.4,23.85,0.000,0.0
5.0,27.4,23.89,0.000,0.0
5.5,27.6,23.92,0.000,0.0
6.0,27.9,23.96,0.000,0.0
6.5,28.2,24.01,0.000,0.0
7.0,28.5,24.05,0.000,0.0
7.5,28.8,24.10,0.000,0.0
8.0,29.1,24.15,0.000,0.0
8.5,29.4,24.21,0.000,0.0
9.0,29.7,24.26,0.000,0.0
9.5,30.0,24.32,0.000,0.0
10.0,30.3,24.38,0.000,0.0
10.5,30.6,24.44,0.000,0.0
11.0,30.9,24.51,0.000,0.0
11.5,30.7,24.57,0.000,0.0
12.0,30.5,24.63,0.000,0.0
12.5,30.3,24.69,0.000,0.0
13.0,30.1,24.75,0.000,0.0
13.5,30.0,24.80,0.000,0.0
14.0,29.8,24.85,0.000,0.0
14.5,29.5,24.90,0.000,0.0
15.0,29.2,24.94,0.000,0.0
15.5,29.0,24.99,0.000,0.0
16.0,28.7,25.02,0.000,0.0
16.5,28.5,25.06,0.000,0.0
17.0,28.2,25.09,0.000,0.0
17.5,28.3,25.12,0.000,0.0
18.0,28.4,25.16,0.000,0.0
18.5,28.4,25.19,0.000,0.0
19.0,28.5,25.22,0.000,0.0
19.5,28.6,25.26,0.000,0.0
20.0,28.7,25.29,0.000,0.0
20.5,28.6,25.33,0.000,0.0
21.0,28.6,25.36,0.000,0.0
21.5,28.5,25.39,0.000,0.0
22.0,28.5,25.42,0.000,0.0
22.5,28.4,25.45,0.000,0.0
23.0,28.4,25.48,0.000,0.0
23.5,28.3,25.51,0.000,0.0
24.0,28.3,25.54,0.000,0.0

"空调: AC_S_034 (small), 额定功率: 3.33kW, 温度范围: [20.2, 25.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.12,0.000,0.0
2.0,27.5,24.31,0.000,0.0
2.5,27.5,24.48,0.000,0.0
3.0,27.4,24.64,0.000,0.0
3.5,27.4,24.79,0.000,0.0
4.0,27.4,24.93,0.000,0.0
4.5,27.4,25.07,0.000,0.0
5.0,27.4,25.19,0.000,0.0
5.5,27.6,25.32,0.000,0.0
6.0,27.9,25.40,0.554,16.6
6.5,28.2,25.40,1.289,38.7
7.0,28.5,25.40,1.418,42.6
7.5,28.8,25.40,1.547,46.4
8.0,29.1,25.40,1.675,50.3
8.5,29.4,25.40,1.818,54.6
9.0,29.7,25.40,1.961,58.9
9.5,30.0,25.40,2.104,63.2
10.0,30.3,25.40,2.247,67.5
10.5,30.6,25.40,2.389,71.8
11.0,30.9,25.40,2.532,76.0
11.5,30.7,25.40,2.444,73.4
12.0,30.5,25.40,2.355,70.7
12.5,30.3,25.40,2.267,68.1
13.0,30.1,25.40,2.179,65.4
13.5,30.0,25.40,2.090,62.8
14.0,29.8,25.40,2.002,60.1
14.5,29.5,25.40,1.885,56.6
15.0,29.2,25.40,1.767,53.1
15.5,29.0,25.40,1.650,49.5
16.0,28.7,25.40,1.533,46.0
16.5,28.5,25.40,1.415,42.5
17.0,28.2,25.40,1.298,39.0
17.5,28.3,25.40,1.331,40.0
18.0,28.4,25.40,1.363,40.9
18.5,28.4,25.40,1.396,41.9
19.0,28.5,25.40,1.429,42.9
19.5,28.6,25.40,1.462,43.9
20.0,28.7,25.40,1.494,44.9
20.5,28.6,25.40,1.472,44.2
21.0,28.6,25.40,1.450,43.5
21.5,28.5,25.40,1.428,42.9
22.0,28.5,25.40,1.406,42.2
22.5,28.4,25.40,1.384,41.6
23.0,28.4,25.40,1.362,40.9
23.5,28.3,25.40,1.352,40.6
24.0,28.3,25.40,1.352,40.6

"空调: AC_S_002 (small), 额定功率: 2.85kW, 温度范围: [21.5, 24.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.71,0.000,0.0
1.0,27.5,23.92,0.000,0.0
1.5,27.5,24.10,0.000,0.0
2.0,27.5,24.20,0.637,22.3
2.5,27.5,24.20,1.330,46.7
3.0,27.4,24.20,1.323,46.4
3.5,27.4,24.20,1.316,46.2
4.0,27.4,24.20,1.309,45.9
4.5,27.4,24.20,1.302,45.7
5.0,27.4,24.20,1.294,45.4
5.5,27.6,24.20,1.409,49.4
6.0,27.9,24.20,1.524,53.5
6.5,28.2,24.20,1.638,57.5
7.0,28.5,24.20,1.753,61.5
7.5,28.8,24.20,1.868,65.5
8.0,29.1,24.20,1.983,69.6
8.5,29.4,24.20,2.110,74.0
9.0,29.7,24.20,2.237,78.5
9.5,30.0,24.20,2.364,82.9
10.0,30.3,24.20,2.491,87.4
10.5,30.6,24.20,2.618,91.9
11.0,30.9,24.20,2.746,96.3
11.5,30.7,24.20,2.667,93.6
12.0,30.5,24.20,2.588,90.8
12.5,30.3,24.20,2.509,88.0
13.0,30.1,24.20,2.431,85.3
13.5,30.0,24.20,2.352,82.5
14.0,29.8,24.20,2.273,79.8
14.5,29.5,24.20,2.169,76.1
15.0,29.2,24.20,2.064,72.4
15.5,29.0,24.20,1.960,68.8
16.0,28.7,24.20,1.855,65.1
16.5,28.5,24.20,1.751,61.4
17.0,28.2,24.20,1.646,57.8
17.5,28.3,24.20,1.676,58.8
18.0,28.4,24.20,1.705,59.8
18.5,28.4,24.20,1.734,60.8
19.0,28.5,24.20,1.763,61.9
19.5,28.6,24.20,1.792,62.9
20.0,28.7,24.20,1.821,63.9
20.5,28.6,24.20,1.802,63.2
21.0,28.6,24.20,1.782,62.5
21.5,28.5,24.20,1.762,61.8
22.0,28.5,24.20,1.743,61.1
22.5,28.4,24.20,1.723,60.5
23.0,28.4,24.20,1.703,59.8
23.5,28.3,24.20,1.694,59.4
24.0,28.3,24.20,1.694,59.4

"空调: AC_L_006 (large), 额定功率: 16.80kW, 温度范围: [21.1, 25.4]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.54,0.000,0.0
1.0,27.5,23.58,0.000,0.0
1.5,27.5,23.62,0.000,0.0
2.0,27.5,23.65,0.000,0.0
2.5,27.5,23.69,0.000,0.0
3.0,27.4,23.73,0.000,0.0
3.5,27.4,23.76,0.000,0.0
4.0,27.4,23.80,0.000,0.0
4.5,27.4,23.83,0.000,0.0
5.0,27.4,23.87,0.000,0.0
5.5,27.6,23.90,0.000,0.0
6.0,27.9,23.94,0.000,0.0
6.5,28.2,23.98,0.000,0.0
7.0,28.5,24.03,0.000,0.0
7.5,28.8,24.07,0.000,0.0
8.0,29.1,24.12,0.000,0.0
8.5,29.4,24.17,0.000,0.0
9.0,29.7,24.23,0.000,0.0
9.5,30.0,24.28,0.000,0.0
10.0,30.3,24.34,0.000,0.0
10.5,30.6,24.40,0.000,0.0
11.0,30.9,24.46,0.000,0.0
11.5,30.7,24.52,0.000,0.0
12.0,30.5,24.58,0.000,0.0
12.5,30.3,24.64,0.000,0.0
13.0,30.1,24.69,0.000,0.0
13.5,30.0,24.74,0.000,0.0
14.0,29.8,24.79,0.000,0.0
14.5,29.5,24.84,0.000,0.0
15.0,29.2,24.88,0.000,0.0
15.5,29.0,24.92,0.000,0.0
16.0,28.7,24.96,0.000,0.0
16.5,28.5,24.99,0.000,0.0
17.0,28.2,25.02,0.000,0.0
17.5,28.3,25.05,0.000,0.0
18.0,28.4,25.09,0.000,0.0
18.5,28.4,25.12,0.000,0.0
19.0,28.5,25.15,0.000,0.0
19.5,28.6,25.18,0.000,0.0
20.0,28.7,25.22,0.000,0.0
20.5,28.6,25.25,0.000,0.0
21.0,28.6,25.28,0.000,0.0
21.5,28.5,25.31,0.000,0.0
22.0,28.5,25.34,0.000,0.0
22.5,28.4,25.37,0.000,0.0
23.0,28.4,25.40,0.093,0.6
23.5,28.3,25.40,0.970,5.8
24.0,28.3,25.40,0.970,5.8

"空调: AC_S_019 (small), 额定功率: 3.36kW, 温度范围: [20.1, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.74,0.000,0.0
1.0,27.5,23.96,0.000,0.0
1.5,27.5,24.16,0.000,0.0
2.0,27.5,24.35,0.000,0.0
2.5,27.5,24.53,0.000,0.0
3.0,27.4,24.70,0.000,0.0
3.5,27.4,24.80,0.487,14.5
4.0,27.4,24.80,1.300,38.7
4.5,27.4,24.80,1.291,38.4
5.0,27.4,24.80,1.282,38.2
5.5,27.6,24.80,1.422,42.3
6.0,27.9,24.80,1.562,46.5
6.5,28.2,24.80,1.703,50.7
7.0,28.5,24.80,1.843,54.8
7.5,28.8,24.80,1.983,59.0
8.0,29.1,24.80,2.123,63.2
8.5,29.4,24.80,2.278,67.8
9.0,29.7,24.80,2.434,72.4
9.5,30.0,24.80,2.589,77.1
10.0,30.3,24.80,2.745,81.7
10.5,30.6,24.80,2.900,86.3
11.0,30.9,24.80,3.056,90.9
11.5,30.7,24.80,2.959,88.1
12.0,30.5,24.80,2.863,85.2
12.5,30.3,24.80,2.767,82.3
13.0,30.1,24.80,2.671,79.5
13.5,30.0,24.80,2.574,76.6
14.0,29.8,24.80,2.478,73.8
14.5,29.5,24.80,2.351,70.0
15.0,29.2,24.80,2.223,66.2
15.5,29.0,24.80,2.095,62.4
16.0,28.7,24.80,1.968,58.6
16.5,28.5,24.80,1.840,54.8
17.0,28.2,24.80,1.712,51.0
17.5,28.3,24.80,1.748,52.0
18.0,28.4,24.80,1.784,53.1
18.5,28.4,24.80,1.819,54.1
19.0,28.5,24.80,1.855,55.2
19.5,28.6,24.80,1.890,56.3
20.0,28.7,24.80,1.926,57.3
20.5,28.6,24.80,1.902,56.6
21.0,28.6,24.80,1.878,55.9
21.5,28.5,24.80,1.854,55.2
22.0,28.5,24.80,1.830,54.5
22.5,28.4,24.80,1.806,53.7
23.0,28.4,24.80,1.782,53.0
23.5,28.3,24.80,1.771,52.7
24.0,28.3,24.80,1.771,52.7

"空调: AC_S_042 (small), 额定功率: 2.87kW, 温度范围: [20.8, 25.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.77,0.000,0.0
1.0,27.5,24.02,0.000,0.0
1.5,27.5,24.25,0.000,0.0
2.0,27.5,24.47,0.000,0.0
2.5,27.5,24.67,0.000,0.0
3.0,27.4,24.85,0.000,0.0
3.5,27.4,25.02,0.000,0.0
4.0,27.4,25.18,0.000,0.0
4.5,27.4,25.20,0.860,29.9
5.0,27.4,25.20,0.966,33.6
5.5,27.6,25.20,1.091,38.0
6.0,27.9,25.20,1.216,42.4
6.5,28.2,25.20,1.341,46.7
7.0,28.5,25.20,1.466,51.1
7.5,28.8,25.20,1.591,55.4
8.0,29.1,25.20,1.716,59.8
8.5,29.4,25.20,1.854,64.6
9.0,29.7,25.20,1.993,69.4
9.5,30.0,25.20,2.132,74.3
10.0,30.3,25.20,2.270,79.1
10.5,30.6,25.20,2.409,83.9
11.0,30.9,25.20,2.548,88.8
11.5,30.7,25.20,2.462,85.8
12.0,30.5,25.20,2.376,82.8
12.5,30.3,25.20,2.290,79.8
13.0,30.1,25.20,2.204,76.8
13.5,30.0,25.20,2.119,73.8
14.0,29.8,25.20,2.033,70.8
14.5,29.5,25.20,1.919,66.9
15.0,29.2,25.20,1.805,62.9
15.5,29.0,25.20,1.691,58.9
16.0,28.7,25.20,1.577,55.0
16.5,28.5,25.20,1.463,51.0
17.0,28.2,25.20,1.349,47.0
17.5,28.3,25.20,1.381,48.1
18.0,28.4,25.20,1.413,49.2
18.5,28.4,25.20,1.445,50.3
19.0,28.5,25.20,1.476,51.4
19.5,28.6,25.20,1.508,52.6
20.0,28.7,25.20,1.540,53.7
20.5,28.6,25.20,1.519,52.9
21.0,28.6,25.20,1.497,52.2
21.5,28.5,25.20,1.476,51.4
22.0,28.5,25.20,1.454,50.7
22.5,28.4,25.20,1.433,49.9
23.0,28.4,25.20,1.411,49.2
23.5,28.3,25.20,1.401,48.8
24.0,28.3,25.20,1.401,48.8

"空调: AC_S_038 (small), 额定功率: 2.96kW, 温度范围: [21.1, 25.1]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.78,0.000,0.0
1.0,27.5,24.04,0.000,0.0
1.5,27.5,24.28,0.000,0.0
2.0,27.5,24.50,0.000,0.0
2.5,27.5,24.70,0.000,0.0
3.0,27.4,24.89,0.000,0.0
3.5,27.4,25.06,0.000,0.0
4.0,27.4,25.10,0.880,29.7
4.5,27.4,25.10,1.108,37.4
5.0,27.4,25.10,1.099,37.1
5.5,27.6,25.10,1.235,41.7
6.0,27.9,25.10,1.371,46.3
6.5,28.2,25.10,1.507,50.9
7.0,28.5,25.10,1.643,55.5
7.5,28.8,25.10,1.779,60.1
8.0,29.1,25.10,1.915,64.7
8.5,29.4,25.10,2.066,69.8
9.0,29.7,25.10,2.217,74.9
9.5,30.0,25.10,2.368,80.0
10.0,30.3,25.10,2.519,85.1
10.5,30.6,25.10,2.669,90.2
11.0,30.9,25.10,2.820,95.3
11.5,30.7,25.10,2.727,92.1
12.0,30.5,25.10,2.634,89.0
12.5,30.3,25.10,2.540,85.8
13.0,30.1,25.10,2.447,82.7
13.5,30.0,25.10,2.353,79.5
14.0,29.8,25.10,2.260,76.4
14.5,29.5,25.10,2.136,72.2
15.0,29.2,25.10,2.012,68.0
15.5,29.0,25.10,1.888,63.8
16.0,28.7,25.10,1.764,59.6
16.5,28.5,25.10,1.640,55.4
17.0,28.2,25.10,1.517,51.2
17.5,28.3,25.10,1.551,52.4
18.0,28.4,25.10,1.586,53.6
18.5,28.4,25.10,1.620,54.7
19.0,28.5,25.10,1.655,55.9
19.5,28.6,25.10,1.689,57.1
20.0,28.7,25.10,1.724,58.2
20.5,28.6,25.10,1.701,57.5
21.0,28.6,25.10,1.677,56.7
21.5,28.5,25.10,1.654,55.9
22.0,28.5,25.10,1.631,55.1
22.5,28.4,25.10,1.607,54.3
23.0,28.4,25.10,1.584,53.5
23.5,28.3,25.10,1.573,53.1
24.0,28.3,25.10,1.573,53.1

"空调: AC_S_030 (small), 额定功率: 2.58kW, 温度范围: [20.2, 24.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.20,0.000,0.0
2.0,27.5,24.40,0.000,0.0
2.5,27.5,24.59,0.000,0.0
3.0,27.4,24.70,0.487,18.9
3.5,27.4,24.70,1.246,48.3
4.0,27.4,24.70,1.238,48.0
4.5,27.4,24.70,1.230,47.7
5.0,27.4,24.70,1.222,47.4
5.5,27.6,24.70,1.351,52.4
6.0,27.9,24.70,1.479,57.3
6.5,28.2,24.70,1.608,62.3
7.0,28.5,24.70,1.736,67.3
7.5,28.8,24.70,1.865,72.3
8.0,29.1,24.70,1.994,77.3
8.5,29.4,24.64,2.563,99.4
9.0,29.7,24.61,2.580,100.0
9.5,30.0,24.59,2.580,100.0
10.0,30.3,24.59,2.580,100.0
10.5,30.6,24.62,2.580,100.0
11.0,30.9,24.66,2.580,100.0
11.5,30.7,24.69,2.580,100.0
12.0,30.5,24.70,2.580,100.0
12.5,30.3,24.70,2.580,100.0
13.0,30.1,24.70,2.496,96.7
13.5,30.0,24.70,2.408,93.3
14.0,29.8,24.70,2.319,89.9
14.5,29.5,24.70,2.202,85.4
15.0,29.2,24.70,2.085,80.8
15.5,29.0,24.70,1.968,76.3
16.0,28.7,24.70,1.851,71.7
16.5,28.5,24.70,1.734,67.2
17.0,28.2,24.70,1.617,62.7
17.5,28.3,24.70,1.649,63.9
18.0,28.4,24.70,1.682,65.2
18.5,28.4,24.70,1.715,66.5
19.0,28.5,24.70,1.747,67.7
19.5,28.6,24.70,1.780,69.0
20.0,28.7,24.70,1.813,70.3
20.5,28.6,24.70,1.791,69.4
21.0,28.6,24.70,1.769,68.6
21.5,28.5,24.70,1.747,67.7
22.0,28.5,24.70,1.724,66.8
22.5,28.4,24.70,1.702,66.0
23.0,28.4,24.70,1.680,65.1
23.5,28.3,24.70,1.670,64.7
24.0,28.3,24.70,1.670,64.7

"空调: AC_S_027 (small), 额定功率: 3.23kW, 温度范围: [21.2, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.78,0.000,0.0
1.0,27.5,24.04,0.000,0.0
1.5,27.5,24.28,0.000,0.0
2.0,27.5,24.50,0.000,0.0
2.5,27.5,24.70,0.000,0.0
3.0,27.4,24.89,0.000,0.0
3.5,27.4,25.00,0.432,13.4
4.0,27.4,25.00,1.156,35.8
4.5,27.4,25.00,1.148,35.5
5.0,27.4,25.00,1.139,35.3
5.5,27.6,25.00,1.274,39.4
6.0,27.9,25.00,1.409,43.6
6.5,28.2,25.00,1.544,47.8
7.0,28.5,25.00,1.679,52.0
7.5,28.8,25.00,1.814,56.2
8.0,29.1,25.00,1.949,60.4
8.5,29.4,25.00,2.099,65.0
9.0,29.7,25.00,2.249,69.6
9.5,30.0,25.00,2.399,74.3
10.0,30.3,25.00,2.548,78.9
10.5,30.6,25.00,2.698,83.5
11.0,30.9,25.00,2.848,88.2
11.5,30.7,25.00,2.755,85.3
12.0,30.5,25.00,2.662,82.4
12.5,30.3,25.00,2.570,79.6
13.0,30.1,25.00,2.477,76.7
13.5,30.0,25.00,2.384,73.8
