AC_ID,Date,Hour,Sampled_Price,Base_Price,Real_Price,AC_Power,Outdoor_Temperature,Indoor_Temperature,Next_Indoor_Temperature,Dynamic_T_max,Initial_Temperature,Is_Real_Data,Is_Rolling,Rolling_Hour
AC_S_004,2021/09/01,22,-0.5555555555555556,-0.5,-0.5,5.5653568,29.079629629166668,21.8,,25.395729282711542,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,-0.33333333333333337,-0.5,-0.5,5.5653568,29.079629629166668,21.8,,25.115116360540643,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,-0.11111111111111116,-0.5,-0.5,5.5653568,29.079629629166668,21.8,,24.83760410191883,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,0.11111111111111116,-0.5,-0.5,0.0,29.079629629166668,22.51415,,24.56315824572095,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,0.33333333333333326,-0.5,-0.5,0.0,29.079629629166668,22.51415,,24.29174490939395,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,0.5555555555555554,-0.5,-0.5,0.0,29.079629629166668,22.51415,,24.023330584773806,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,0.7777777777777777,-0.5,-0.5,0.0,29.079629629166668,22.51415,,23.757882133948645,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,1.0,-0.5,-0.5,0.0,29.079629629166668,22.51415,,23.495366785167636,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,-0.5,-0.5,-0.5,5.5653568,29.079629629166668,24.136342875313158,23.339511285788703,23.495366785167636,24.136342875313158,True,True,22
AC_S_004,2021/09/01,23,-1.0,-0.75,-0.75,5.5653568,28.115277777777777,21.8,,25.966396080487794,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,-0.7777777777777778,-0.75,-0.75,5.5653568,28.115277777777777,21.8,,25.67947751235858,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,-0.5555555555555556,-0.75,-0.75,5.5653568,28.115277777777777,21.8,,25.395729282711542,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,-0.33333333333333337,-0.75,-0.75,5.5653568,28.115277777777777,21.8,,25.115116360540643,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,-0.11111111111111116,-0.75,-0.75,5.5653568,28.115277777777777,21.8,,24.83760410191883,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,0.11111111111111116,-0.75,-0.75,0.0,28.115277777777777,22.424613,,24.56315824572095,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,0.33333333333333326,-0.75,-0.75,0.0,28.115277777777777,22.424613,,24.29174490939395,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,0.5555555555555554,-0.75,-0.75,0.0,28.115277777777777,22.424613,,24.023330584773806,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,0.7777777777777777,-0.75,-0.75,0.0,28.115277777777777,22.424613,,23.757882133948645,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,1.0,-0.75,-0.75,0.0,28.115277777777777,22.424613,,23.495366785167636,23.339511285788703,,True,23
AC_S_004,2021/09/01,23,-0.75,-0.75,-0.75,5.5653568,28.115277777777777,23.339511285788703,22.537124795552057,23.495366785167636,23.339511285788703,True,True,23
AC_S_004,2021/09/01,24,-1.0,-1.0,-1.0,5.5653568,27.3375,21.8,,25.966396080487794,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,-0.7777777777777778,-1.0,-1.0,5.5653568,27.3375,21.8,,25.67947751235858,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,-0.5555555555555556,-1.0,-1.0,5.5653568,27.3375,21.8,,25.395729282711542,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,-0.33333333333333337,-1.0,-1.0,5.5653568,27.3375,21.8,,25.115116360540643,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,-0.11111111111111116,-1.0,-1.0,5.5653568,27.3375,21.8,,24.83760410191883,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,0.11111111111111116,-1.0,-1.0,0.0,27.3375,22.383626,,24.56315824572095,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,0.33333333333333326,-1.0,-1.0,0.0,27.3375,22.383626,,24.29174490939395,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,0.5555555555555554,-1.0,-1.0,0.0,27.3375,22.383626,,24.023330584773806,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,0.7777777777777777,-1.0,-1.0,0.0,27.3375,22.383626,,23.757882133948645,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,1.0,-1.0,-1.0,0.0,27.3375,22.383626,,23.495366785167636,22.537124795552057,,True,24
AC_S_004,2021/09/01,24,-1.0,-1.0,-1.0,5.5653568,27.3375,22.537124795552057,21.778318963642832,23.495366785167636,22.537124795552057,True,True,24
AC_S_004,2021/09/02,1,-1.0,-1.0,-1.0,1.728437,25.746064815277776,21.8,,25.966396080487794,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,-0.7777777777777778,-1.0,-1.0,1.728437,25.746064815277776,21.8,,25.67947751235858,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,-0.5555555555555556,-1.0,-1.0,1.728437,25.746064815277776,21.8,,25.395729282711542,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,-0.33333333333333337,-1.0,-1.0,1.728437,25.746064815277776,21.8,,25.115116360540643,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,-0.11111111111111116,-1.0,-1.0,1.728437,25.746064815277776,21.8,,24.83760410191883,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,0.11111111111111116,-1.0,-1.0,0.0,25.746064815277776,22.192792,,24.56315824572095,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,0.33333333333333326,-1.0,-1.0,0.0,25.746064815277776,22.192792,,24.29174490939395,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,0.5555555555555554,-1.0,-1.0,0.0,25.746064815277776,22.192792,,24.023330584773806,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,0.7777777777777777,-1.0,-1.0,0.0,25.746064815277776,22.192792,,23.757882133948645,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,1.0,-1.0,-1.0,0.0,25.746064815277776,22.192792,,23.495366785167636,21.778318963642832,,True,1
AC_S_004,2021/09/02,1,-1.0,-1.0,-1.0,1.728437,25.746064815277776,21.778318963642832,21.79999998947819,23.495366785167636,21.778318963642832,True,True,1
AC_S_004,2021/09/02,2,-1.0,-1.0,-1.0,3.7064881,25.825694444444444,21.8,,25.966396080487794,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,-0.7777777777777778,-1.0,-1.0,3.7064881,25.825694444444444,21.8,,25.67947751235858,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,-0.5555555555555556,-1.0,-1.0,3.7064881,25.825694444444444,21.8,,25.395729282711542,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,-0.33333333333333337,-1.0,-1.0,3.7064881,25.825694444444444,21.8,,25.115116360540643,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,-0.11111111111111116,-1.0,-1.0,3.7064881,25.825694444444444,21.8,,24.83760410191883,21.79999998947819,,True,2
